pkt_i,len,iat,dir
4911,1358,7989,-1
4912,1358,411,-1
4913,563,6,1
4914,20,129,-1
4915,563,504,1
4916,20,62,-1
4917,1440,3473,-1
4918,1276,47,-1
4919,20,12,1
4920,1440,2137,-1
4921,1276,22,-1
4922,20,9,1
4923,1358,158,-1
4924,1235,4431,-1
4925,20,40,1
4926,1440,1335,-1
4927,1276,23,-1
4928,20,8,1
4929,1358,2603,-1
4930,1358,1498,-1
4931,20,40,1
4932,1440,4228,-1
4933,1276,267,-1
4934,20,11,1
4935,1358,14,-1
4936,1358,7433,-1
4937,20,15,1
4938,1440,3033,-1
4939,1276,50,-1
4940,20,12,1
4941,1358,27,-1
4942,1358,2516,-1
4943,20,15,1
4944,563,284,1
4945,20,115,-1
4946,1440,2409,-1
4947,1276,49,-1
4948,20,15,1
4949,1358,15,-1
4950,1440,4107,-1
4951,20,15,1
4952,1276,32,-1
4953,1358,192,-1
4954,20,15,1
4955,1440,1782,-1
4956,1276,48,-1
4957,20,10,1
4958,1440,29036,-1
4959,1276,47,-1
4960,20,11,1
4961,1440,39112,-1
4962,1276,49,-1
4963,20,12,1
4964,1358,26,-1
4965,1358,3317,-1
4966,20,37,1
4967,1358,92,-1
4968,1440,4526,-1
4969,20,38,1
4970,1276,40,-1
4971,563,338,1
4972,20,139,-1
4973,1440,7777,-1
4974,1276,46,-1
4975,20,12,1
4976,563,332,1
4977,20,99,-1
4978,1440,158,-1
4979,1276,18,-1
4980,20,7,1
4981,1440,9004,-1
4982,1276,35,-1
4983,20,10,1
4984,1440,720,-1
4985,1276,27,-1
4986,20,10,1
4987,1358,1109,-1
4988,1440,868,-1
4989,20,12,1
4990,1276,30,-1
4991,51,865,-1
4992,20,79,1
4993,1440,1307,-1
4994,1276,20,-1
4995,20,7,1
4996,1358,4770,-1
4997,1440,20065,-1
4998,20,37,1
4999,1276,39,-1
5000,20,38538,1
5001,613,64162,-1
5002,20,97,1
5003,563,875,1
5004,20,95,-1
5005,1077,771,1
5006,20,78,-1
5007,1077,86,1
5008,20,51,-1
5009,563,155542,-1
5010,20,38294,1
5011,563,127599,-1
5012,20,36382,1
5013,1077,132604,-1
5014,563,352,1
5015,20,124,-1
5016,1358,276355,-1
5017,1440,48,-1
5018,20,12,1
5019,889,12,-1
5020,563,941,1
5021,20,117,-1
5022,1440,26397,-1
5023,1276,55,-1
5024,20,12,1
5025,1358,3206,-1
5026,563,378,1
5027,20,172,-1
5028,1358,24435,-1
5029,1358,142,-1
5030,20,15,1
5031,1358,3612,-1
5032,1440,2903,-1
5033,20,47,1
5034,1276,39,-1
5035,1358,3159,-1
5036,20,39,1
5037,1358,7031,-1
5038,1440,154,-1
5039,20,16,1
5040,1276,25,-1
5041,1440,15403,-1
5042,20,50,1
5043,1276,49,-1
5044,1358,10,-1
5045,20,10,1
5046,1440,30186,-1
5047,1276,44,-1
5048,20,11,1
5049,1358,117,-1
5050,1440,7776,-1
5051,20,15,1
5052,1276,31,-1
5053,1358,195,-1
5054,20,15,1
5055,563,74,1
5056,20,78,-1
5057,569,306,-1
5058,563,259,1
5059,20,119,-1
5060,1440,19815,-1
5061,1276,22,-1
5062,20,9,1
5063,1358,208,-1
5064,1440,1545,-1
5065,20,14,1
5066,1276,32,-1
5067,1358,205,-1
5068,20,14,1
5069,1440,19661,-1
5070,1276,23,-1
5071,20,8,1
5072,1358,379,-1
5073,1440,5685,-1
5074,20,15,1
5075,1276,31,-1
5076,1358,185,-1
5077,20,16,1
5078,1358,2729,-1
5079,1440,2330,-1
5080,20,15,1
5081,1276,31,-1
5082,1358,1802,-1
5083,20,15,1
5084,1440,230,-1
5085,1276,10,-1
5086,20,6,1
5087,1358,2673,-1
5088,563,283,1
5089,20,99,-1
5090,1440,28923,-1
5091,1276,47,-1
5092,20,12,1
5093,1358,1581,-1
5094,1440,20266,-1
5095,20,37,1
5096,1276,40,-1
5097,1358,2688,-1
5098,20,40,1
5099,1440,4131,-1
5100,1276,48,-1
5101,20,12,1
5102,1358,301,-1
5103,1358,11715,-1
5104,20,15,1
5105,1440,1443,-1
5106,1276,20,-1
5107,20,18,1
5108,242,226,-1
5109,1440,234,-1
5110,20,15,1
5111,1276,30,-1
5112,1358,193,-1
5113,20,20,1
5114,563,376,1
5115,20,98,-1
5116,1440,1631,-1
5117,1276,20,-1
5118,20,7,1
5119,1358,203,-1
5120,563,73,1
5121,20,146,-1
5122,1358,2977,-1
5123,563,458,1
5124,20,123,-1
5125,1358,885,-1
5126,1358,514,-1
5127,20,208,1
5128,1440,1951,-1
5129,1276,22,-1
5130,20,8,1
5131,1358,170,-1
5132,1440,5248,-1
5133,20,40,1
5134,1276,39,-1
5135,1358,77,-1
5136,20,10,1
5137,563,854,1
5138,20,87,-1
5139,1358,23622,-1
5140,1440,152,-1
5141,20,16,1
5142,1276,25,-1
5143,1358,4416,-1
5144,20,15,1
5145,1440,9639,-1
5146,1276,44,-1
5147,20,20,1
5148,1358,114,-1
5149,1440,10715,-1
5150,20,25,1
5151,1276,35,-1
5152,1358,6169,-1
5153,20,15,1
5154,1440,38360,-1
5155,1276,50,-1
5156,20,11,1
5157,1358,25,-1
5158,1358,13080,-1
5159,20,40,1
5160,1440,103,-1
5161,1276,7,-1
5162,20,7,1
5163,563,288,1
5164,20,114,-1
5165,242,4280,-1
5166,1440,13567,-1
5167,20,36,1
5168,1276,38,-1
5169,1358,113,-1
5170,20,10,1
5171,1440,10208,-1
5172,1276,25,-1
5173,20,8,1
5174,1358,210,-1
5175,1440,6220,-1
5176,20,15,1
5177,1276,33,-1
5178,1358,185,-1
5179,20,15,1
5180,1358,28731,-1
5181,1440,1466,-1
5182,20,15,1
5183,1276,31,-1
5184,1358,16816,-1
5185,20,15,1
5186,563,319,1
5187,20,93,-1
5188,1440,5378,-1
5189,1276,24,-1
5190,20,7,1
5191,1440,7352,-1
5192,1276,22,-1
5193,20,8,1
5194,1358,202,-1
5195,563,63,1
5196,20,92,-1
5197,1358,6791,-1
5198,1440,5798,-1
5199,20,15,1
5200,1276,31,-1
5201,563,491,1
5202,20,78,-1
5203,1358,8420,-1
5204,1440,8270,-1
5205,20,15,1
5206,1276,32,-1
5207,1268,6480,-1
5208,20,31,1
5209,1440,13828,-1
5210,1276,24,-1
5211,20,7,1
5212,1358,221,-1
5213,1440,5460,-1
5214,20,15,1
5215,1276,32,-1
5216,1358,205,-1
5217,20,39,1
5218,1440,12459,-1
5219,1276,24,-1
5220,20,7,1
5221,1358,194,-1
5222,1440,19479,-1
5223,20,15,1
5224,1276,31,-1
5225,1358,183,-1
5226,20,14,1
5227,563,63,1
5228,20,44,-1
5229,563,654,1
5230,20,68,-1
5231,1358,14580,-1
5232,1440,10302,-1
5233,20,36,1
5234,1276,36,-1
5235,1440,2629,-1
5236,20,38,1
5237,1276,51,-1
5238,1358,6,-1
5239,20,6,1
5240,1358,6932,-1
5241,1440,9078,-1
5242,20,18,1
5243,1276,36,-1
5244,1358,4548,-1
5245,20,16,1
5246,1440,6927,-1
5247,1276,56,-1
5248,20,10,1
5249,1358,4631,-1
5250,563,411,1
5251,20,149,-1
5252,1440,9352,-1
5253,1276,46,-1
5254,20,10,1
5255,1358,34,-1
5256,1440,3886,-1
5257,20,15,1
5258,1276,30,-1
5259,563,266,1
5260,20,91,-1
5261,1358,783,-1
5262,1440,6102,-1
5263,20,39,1
5264,1276,44,-1
5265,1358,6,-1
5266,20,5,1
5267,1358,8671,-1
5268,1440,470,-1
5269,20,15,1
5270,1440,38,-1
5271,390,8,-1
5272,20,5,1
5273,1358,10807,-1
5274,20,38897,1
5275,1339,89214,-1
5276,20,120,1
5277,563,817,1
5278,20,96,-1
5279,1077,865,1
5280,20,108,-1
5281,1077,37,1
5282,20,80,-1
5283,563,259772,-1
5284,20,36986,1
5285,563,126777,-1
5286,20,37,1
5287,563,259768,-1
5288,20,36,1
5289,1358,18923,-1
5290,20,41,1
5291,1358,9911,-1
5292,20,38,1
5293,1358,8527,-1
5294,20,17,1
5295,1440,7744,-1
5296,20,18,1
5297,1276,33,-1
5298,20,10,1
5299,1440,8687,-1
5300,20,15,1
5301,1276,30,-1
5302,20,9,1
5303,1358,196,-1
5304,20,39,1
5305,1440,8317,-1
5306,20,15,1
5307,1276,30,-1
5308,20,10,1
5309,563,247,1
5310,20,102,-1
5311,563,3885,1
5312,20,101,-1
5313,1440,15249,-1
5314,1276,23,-1
5315,20,8,1
5316,1358,241,-1
5317,1358,6502,-1
5318,20,15,1
5319,1440,3523,-1
5320,1276,22,-1
5321,20,8,1
5322,1358,241,-1
5323,1440,11845,-1
5324,20,44,1
5325,1276,41,-1
5326,1358,8,-1
5327,20,6,1
5328,1440,4471,-1
5329,1276,22,-1
5330,20,8,1
5331,1440,7503,-1
5332,1276,44,-1
5333,20,12,1
5334,1358,77,-1
5335,1358,8668,-1
5336,20,37,1
5337,563,360,1
5338,20,172,-1
5339,1358,3005,-1
5340,1440,6374,-1
5341,20,39,1
5342,1276,41,-1
5343,746,11615,-1
5344,20,40,1
5345,563,353,1
5346,20,146,-1
5347,563,482,1
5348,20,91,-1
5349,1358,41996,-1
5350,1358,2290,-1
5351,20,31,1
5352,1440,3853,-1
5353,1276,46,-1
5354,20,11,1
5355,1440,3395,-1
5356,1276,46,-1
5357,20,10,1
5358,1358,89,-1
5359,1440,6887,-1
5360,20,41,1
5361,1276,41,-1
5362,1358,4668,-1
5363,20,15,1
5364,1358,638,-1
5365,1358,6303,-1
5366,20,38,1
5367,1358,6511,-1
5368,1440,141,-1
5369,20,15,1
5370,1276,26,-1
5371,1358,5297,-1
5372,20,39,1
5373,1440,5189,-1
5374,1276,60,-1
5375,20,12,1
5376,1358,26,-1
5377,1440,15028,-1
5378,20,40,1
5379,1276,41,-1
5380,563,369,1
5381,20,175,-1
5382,1440,6567,-1
5383,1276,46,-1
5384,20,10,1
5385,977,17769,-1
5386,1358,33596,-1
5387,20,38,1
5388,1440,3071,-1
5389,1276,46,-1
5390,20,11,1
5391,1358,46,-1
5392,1440,4318,-1
5393,20,40,1
5394,1276,41,-1
5395,563,1002,1
5396,20,87,-1
5397,1358,3510,-1
5398,1440,5449,-1
5399,20,32,1
5400,1276,38,-1
5401,1358,80,-1
5402,20,9,1
5403,1358,14985,-1
5404,1440,156,-1
5405,20,25,1
5406,1276,35,-1
5407,563,222,1
5408,20,79,-1
5409,1358,13491,-1
5410,563,401,1
5411,20,159,-1
5412,1358,10309,-1
5413,1358,100,-1
5414,20,11,1
5415,1440,1832,-1
5416,1276,24,-1
5417,20,8,1
5418,1358,136,-1
5419,1440,14983,-1
5420,20,38,1
5421,1276,42,-1
5422,1358,7,-1
5423,20,5,1
5424,1358,13817,-1
5425,1358,109,-1
5426,20,13,1
5427,1358,623,-1
5428,1358,4950,-1
5429,20,23,1
5430,1440,17474,-1
5431,1276,46,-1
5432,20,12,1
5433,1440,5403,-1
5434,1276,42,-1
5435,20,11,1
5436,1358,70,-1
5437,1440,13950,-1
5438,20,46,1
5439,1188,56,-1
5440,1358,10,-1
5441,20,8,1
5442,1358,4382,-1
5443,563,372,1
5444,20,164,-1
5445,1440,3035,-1
5446,1276,20,-1
5447,20,9,1
5448,1358,6742,-1
5449,1358,4987,-1
5450,20,16,1
5451,1440,6238,-1
5452,1276,49,-1
5453,20,10,1
5454,1440,13046,-1
5455,1276,46,-1
5456,20,10,1
5457,1358,27,-1
5458,1440,3352,-1
5459,20,15,1
5460,1276,31,-1
5461,1358,159,-1
5462,20,13,1
5463,563,598,1
5464,20,87,-1
5465,1440,10945,-1
5466,1276,47,-1
5467,20,10,1
5468,1358,26,-1
5469,1358,4898,-1
5470,20,16,1
5471,563,308,1
5472,20,98,-1
5473,1440,15133,-1
5474,1276,53,-1
5475,20,12,1
5476,1358,26,-1
5477,1358,1182,-1
5478,20,38,1
5479,563,371,1
5480,20,156,-1
5481,1358,216,-1
5482,1358,3850,-1
5483,20,15,1
5484,563,817,1
5485,20,144,-1
5486,1440,4455,-1
5487,1276,23,-1
5488,20,10,1
5489,1358,172,-1
5490,1440,10032,-1
5491,20,41,1
5492,1276,41,-1
5493,1358,9,-1
5494,20,9,1
5495,1440,15804,-1
5496,1276,54,-1
5497,20,15,1
5498,1358,31,-1
5499,1440,6183,-1
5500,20,43,1
5501,1276,231,-1
5502,1358,10,-1
5503,20,9,1
5504,1068,9110,-1
5505,1358,110,-1
5506,20,18,1
5507,1358,218,-1
5508,1358,5356,-1
5509,20,38,1
5510,563,360,1
5511,20,197,-1
5512,1440,5689,-1
5513,1276,56,-1
5514,20,10,1
5515,1358,8723,-1
5516,1440,4181,-1
5517,20,57,1
5518,1276,41,-1
5519,1358,5,-1
5520,20,6,1
5521,1440,4275,-1
5522,1276,46,-1
5523,20,11,1
5524,1358,14,-1
5525,1358,10955,-1
5526,20,38,1
5527,1440,51,-1
5528,1276,39,-1
5529,20,6,1
5530,1440,9544,-1
5531,1276,30,-1
5532,20,8,1
5533,1358,142,-1
5534,1358,8241,-1
5535,20,15,1
5536,563,344,1
5537,20,114,-1
5538,1440,13242,-1
5539,1276,23,-1
5540,20,8,1
5541,1440,214,-1
5542,1276,21,-1
5543,20,9,1
5544,1358,204,-1
5545,563,48,1
5546,20,59,-1
5547,1358,3558,-1
5548,1440,260,-1
5549,20,16,1
5550,1276,54,-1
5551,1358,3256,-1
5552,20,15,1
5553,1358,4272,-1
5554,1358,37932,-1
5555,20,37,1
5556,563,1291,1
5557,20,108,-1
5558,1480,1394,1
5559,645,86,1
5560,20,89,-1
5561,38,5089,-1
5562,20,37736,1
5563,563,159636,-1
5564,20,152,1
5565,563,169317,1
5566,20,123,-1
5567,563,5416,-1
5568,20,37298,1
5569,1358,127243,-1
5570,1358,144,-1
5571,20,22,1
5572,1000,260,-1
5573,20,96,1
5574,563,714,1
5575,20,118,-1
5576,1440,1087,-1
5577,1276,22,-1
5578,20,8,1
5579,1358,4147,-1
5580,1358,2522,-1
5581,20,16,1
5582,1440,3200,-1
5583,1276,23,-1
5584,20,7,1
5585,1358,231,-1
5586,1358,4939,-1
5587,20,41,1
5588,1440,1544,-1
5589,1276,20,-1
5590,20,8,1
5591,1440,3998,-1
5592,1276,22,-1
5593,20,8,1
5594,1358,148,-1
5595,563,143,1
5596,20,97,-1
5597,1358,17292,-1
5598,1440,7246,-1
5599,20,15,1
5600,1276,30,-1
5601,20,36617,1
5602,1358,1073,-1
5603,20,344,1
5604,1358,36475,-1
5605,1440,189,-1
5606,20,21,1
5607,1276,34,-1
5608,20,41,1
5609,1440,4991,-1
5610,458,23,-1
5611,20,10,1
5612,1440,6621,-1
5613,1276,27,-1
5614,20,10,1
5615,1358,7483,-1
5616,20,362,1
5617,563,66,1
5618,20,160,-1
5619,1440,5685,-1
5620,1276,23,-1
5621,20,10,1
5622,1358,8944,-1
5623,1440,6469,-1
5624,20,15,1
5625,1276,32,-1
5626,1358,319,-1
5627,20,12,1
5628,563,122,1
5629,20,63,-1
5630,1358,9603,-1
5631,1358,8274,-1
5632,20,40,1
5633,1440,7710,-1
5634,1276,44,-1
5635,20,13,1
5636,1440,7888,-1
5637,1276,24,-1
5638,20,10,1
5639,1358,200,-1
5640,1358,15053,-1
5641,20,40,1
5642,1440,48,-1
5643,1276,9,-1
5644,20,9,1
5645,1358,6311,-1
5646,1440,5707,-1
5647,20,21,1
5648,1276,38,-1
5649,1440,3990,-1
5650,20,15,1
5651,1276,33,-1
5652,1440,5354,-1
5653,20,15,1
5654,1276,31,-1
5655,1358,179,-1
5656,20,18,1
5657,1440,4881,-1
5658,1276,49,-1
5659,20,11,1
5660,563,343,1
5661,20,112,-1
5662,1440,3299,-1
5663,1276,22,-1
5664,20,8,1
5665,1358,169,-1
5666,1440,4966,-1
5667,20,15,1
5668,1276,31,-1
5669,563,794,1
5670,20,141,-1
5671,1310,6819,-1
5672,1358,4387,-1
5673,20,40,1
5674,1358,116,-1
5675,1358,304,-1
5676,20,15,1
5677,1440,10314,-1
5678,1276,30,-1
5679,20,11,1
5680,1358,173,-1
5681,1358,9604,-1
5682,20,40,1
5683,563,393,1
5684,20,169,-1
5685,1440,8733,-1
5686,1276,47,-1
5687,20,12,1
5688,1440,6018,-1
5689,1276,49,-1
5690,20,11,1
5691,1358,15,-1
5692,1440,11797,-1
5693,20,41,1
5694,1276,60,-1
5695,1358,6,-1
5696,20,6,1
5697,563,341,1
5698,20,82,-1
5699,563,581,1
5700,20,77,-1
5701,1440,9546,-1
5702,1276,24,-1
5703,20,7,1
5704,1358,174,-1
5705,1358,3734,-1
5706,20,15,1
5707,1440,7158,-1
5708,1276,20,-1
5709,20,7,1
5710,1358,235,-1
5711,1440,3119,-1
5712,20,13,1
5713,1276,27,-1
5714,1358,3463,-1
5715,20,15,1
5716,1358,4506,-1
5717,1358,46,-1
5718,20,10,1
5719,1358,264,-1
5720,1440,7102,-1
5721,20,38,1
5722,1276,38,-1
5723,1358,77,-1
5724,20,6,1
5725,1440,12607,-1
5726,1276,46,-1
5727,20,12,1
5728,1358,22,-1
5729,563,319,1
5730,20,173,-1
5731,1358,5285,-1
5732,1358,211,-1
5733,20,17,1
5734,1358,199,-1
5735,1440,9747,-1
5736,20,28,1
5737,1276,35,-1
5738,1358,110,-1
5739,20,8,1
5740,1440,8825,-1
5741,1276,30,-1
5742,20,10,1
5743,1440,726,-1
5744,784,19,-1
5745,20,8,1
5746,1358,15581,-1
5747,1440,137,-1
5748,20,15,1
5749,1276,25,-1
5750,1440,4128,-1
5751,20,46,1
5752,1276,41,-1
5753,1358,8,-1
5754,20,5,1
5755,563,319,1
5756,20,921,-1
5757,1440,9469,-1
5758,1276,51,-1
5759,20,13,1
5760,1358,25,-1
5761,563,313,1
5762,20,110,-1
5763,1440,8924,-1
5764,1276,52,-1
5765,20,14,1
5766,1358,14,-1
5767,563,978,1
5768,20,106,-1
5769,1358,7553,-1
5770,1440,4386,-1
5771,20,17,1
5772,1276,36,-1
5773,1358,5220,-1
5774,20,37,1
5775,1440,202,-1
5776,1276,13,-1
5777,20,10,1
5778,1358,4633,-1
5779,1440,4806,-1
5780,20,14,1
5781,1276,30,-1
5782,1358,2491,-1
5783,20,15,1
5784,1440,3126,-1
5785,1276,22,-1
5786,20,8,1
5787,563,547,1
5788,20,90,-1
5789,1358,2983,-1
5790,1440,5078,-1
5791,20,15,1
5792,1276,30,-1
5793,1358,128,-1
5794,20,11,1
5795,563,35,1
5796,20,81,-1
5797,1440,1590,-1
5798,1276,21,-1
5799,20,6,1
5800,1358,178,-1
5801,1440,5218,-1
5802,20,15,1
5803,1276,30,-1
5804,1358,142,-1
5805,20,11,1
5806,1440,12677,-1
5807,1276,55,-1
5808,20,11,1
5809,1358,3409,-1
5810,1440,2552,-1
5811,20,39,1
5812,1276,40,-1
5813,1358,8,-1
5814,20,5,1
5815,1358,242,-1
5816,563,425,1
5817,20,156,-1
5818,1440,9204,-1
5819,1276,23,-1
5820,20,8,1
5821,1440,8636,-1
5822,1276,55,-1
5823,20,12,1
5824,1440,648,-1
5825,1276,19,-1
5826,20,7,1
5827,563,272,1
5828,20,162,-1
5829,1440,18072,-1
5830,1276,75,-1
5831,20,10,1
5832,1440,21,-1
5833,1276,6,-1
5834,20,6,1
5835,1440,1249,-1
5836,1276,22,-1
5837,20,8,1
5838,1440,9961,-1
5839,1276,46,-1
5840,20,12,1
5841,462,72,-1
5842,563,1102,1
5843,20,113,-1
5844,1077,1130,1
5845,20,102,-1
5846,1077,123,1
5847,20,79,-1
5848,563,291475,-1
5849,20,39901,1
5850,563,127300,-1
5851,20,40,1
5852,563,197525,-1
5853,20,36,1
5854,1440,2490,-1
5855,20,15,1
5856,1276,34,-1
5857,20,9,1
5858,1440,854,-1
5859,20,40,1
5860,1276,43,-1
5861,20,8,1
5862,1358,15,-1
5863,20,8,1
5864,1440,81403,-1
5865,20,39,1
5866,1276,44,-1
5867,20,10,1
5868,1358,15,-1
5869,20,8,1
5870,1358,32129,-1
5871,20,57,1
5872,1440,61,-1
5873,20,19,1
5874,1276,38,-1
5875,20,7,1
5876,1358,176,-1
5877,20,11,1
5878,563,379,1
5879,20,84,-1
5880,1358,174,-1
5881,1358,1701,-1
5882,20,15,1
5883,1358,1175,-1
5884,1358,1100,-1
5885,20,15,1
5886,1358,252,-1
5887,1440,1569,-1
5888,20,15,1
5889,1276,30,-1
5890,1358,138,-1
5891,20,12,1
5892,1440,997,-1
5893,1276,21,-1
5894,20,7,1
5895,773,4638,-1
5896,20,37211,1
5897,1358,2614,-1
5898,20,146,1
5899,1358,51,-1
5900,20,37162,1
5901,1358,25064,-1
5902,563,344,1
5903,20,139,-1
5904,1358,309,-1
5905,1440,830,-1
5906,20,14,1
5907,1276,32,-1
5908,1440,174,-1
5909,20,15,1
5910,1276,56,-1
5911,563,277,1
5912,20,63,-1
5913,563,426,1
5914,1440,222,-1
5915,1276,19,-1
5916,20,9,1
5917,20,23,-1
5918,1440,688,-1
5919,1276,24,-1
5920,20,10,1
5921,1358,486,-1
5922,1440,511,-1
5923,20,17,1
5924,1276,36,-1
5925,1358,169,-1
5926,20,20,1
5927,1440,400,-1
5928,1276,18,-1
5929,20,6,1
5930,1440,20242,-1
5931,1276,23,-1
5932,20,7,1
5933,1358,164,-1
5934,511,35891,-1
5935,20,38,1
5936,1440,57761,-1
5937,1276,46,-1
5938,20,12,1
5939,1358,92,-1
5940,1440,364,-1
5941,20,14,1
5942,1276,56,-1
5943,1440,166,-1
5944,20,13,1
5945,1276,32,-1
5946,1440,184,-1
5947,20,9,1
5948,1276,20,-1
5949,563,87,1
5950,20,136,-1
5951,1440,342,-1
5952,1276,28,-1
5953,20,11,1
5954,1358,478,-1
5955,1440,278,-1
5956,20,20,1
5957,1276,26,-1
5958,1358,238,-1
5959,20,15,1
5960,1358,440,-1
5961,1440,248,-1
5962,20,41,1
5963,1276,20,-1
5964,563,319,1
5965,20,85,-1
5966,1440,231,-1
5967,1276,19,-1
5968,20,6,1
5969,1358,216,-1
5970,563,134,1
5971,20,86,-1
5972,1358,816,-1
5973,20,38107,1
5974,1440,3816,-1
5975,1276,38,-1
5976,20,12,1
5977,1268,22639,-1
5978,20,396,1
5979,563,278,1
5980,20,77,-1
5981,1440,43195,-1
5982,1276,46,-1
5983,20,11,1
5984,1440,1376,-1
5985,1276,29,-1
5986,20,12,1
5987,1358,166,-1
5988,1358,550,-1
5989,20,15,1
5990,1440,2329,-1
5991,1276,20,-1
5992,20,7,1
5993,1358,601,-1
5994,1440,1398,-1
5995,20,12,1
5996,1276,30,-1
5997,1358,144,-1
5998,20,13,1
5999,1440,1174,-1
6000,1276,20,-1
6001,20,8,1
6002,1358,199,-1
6003,1440,1941,-1
6004,20,13,1
6005,1276,29,-1
6006,1358,164,-1
6007,20,13,1
6008,1440,2041,-1
6009,1276,20,-1
6010,20,8,1
6011,1358,207,-1
6012,563,86,1
6013,20,60,-1
6014,1358,4513,-1
6015,1440,4098,-1
6016,20,14,1
6017,1276,30,-1
6018,1440,22397,-1
6019,20,40,1
6020,1276,41,-1
6021,1358,6,-1
6022,20,6,1
6023,1358,234,-1
6024,563,1121,1
6025,20,108,-1
6026,1440,73338,-1
6027,1276,41,-1
6028,20,10,1
6029,1358,523,-1
6030,1440,1364,-1
6031,20,10,1
6032,1276,26,-1
6033,1193,205,-1
6034,20,10,1
6035,563,313,1
6036,20,97,-1
6037,1358,2870,-1
6038,1440,293,-1
6039,20,18,1
6040,1276,26,-1
6041,1440,1754,-1
6042,20,11,1
6043,1276,26,-1
6044,1358,203,-1
6045,20,11,1
6046,563,61,1
6047,20,114,-1
6048,1440,2977,-1
6049,1276,18,-1
6050,20,7,1
6051,1358,207,-1
6052,563,596,1
6053,20,87,-1
6054,1440,1736,-1
6055,1276,19,-1
6056,20,6,1
6057,1358,216,-1
6058,1358,3153,-1
6059,20,10,1
6060,1440,824,-1
6061,1276,18,-1
6062,20,6,1
6063,1440,3381,-1
6064,1276,19,-1
6065,20,6,1
6066,1358,221,-1
6067,1358,267,-1
6068,20,9,1
6069,1440,2665,-1
6070,1276,19,-1
6071,20,5,1
6072,1358,875,-1
6073,1440,1049,-1
6074,20,10,1
6075,1276,25,-1
6076,1358,518,-1
6077,20,11,1
6078,563,293,1
6079,20,139,-1
6080,1440,1935,-1
6081,1276,18,-1
6082,20,6,1
6083,1358,221,-1
6084,1440,1426,-1
6085,20,12,1
6086,1276,31,-1
6087,1358,189,-1
6088,20,11,1
6089,1358,82849,-1
6090,1440,112,-1
6091,20,15,1
6092,1276,25,-1
6093,1440,1566,-1
6094,20,15,1
6095,1276,30,-1
6096,1358,205,-1
6097,20,13,1
6098,1358,2233,-1
6099,563,375,1
6100,20,176,-1
6101,1440,682,-1
6102,1276,24,-1
6103,20,7,1
6104,1440,1442,-1
6105,1276,22,-1
6106,20,8,1
6107,1358,171,-1
6108,1358,1637,-1
6109,20,15,1
6110,563,307,1
6111,20,132,-1
6112,1440,1256,-1
6113,1276,22,-1
6114,20,8,1
6115,1358,1574,-1
6116,227,6713,-1
6117,20,16,1
6118,1358,7181,-1
6119,20,38777,1
6120,767,81520,-1
6121,20,151,1
6122,563,905,1
6123,20,97,-1
6124,563,6780402,1
6125,20,113,-1
6126,563,561458,-1
6127,20,39324,1
6128,563,17661,-1
6129,20,72,1
6130,563,636405,1
6131,20,143,-1
6132,563,11745606,1
6133,20,113,-1
6134,563,494419,-1
6135,20,53,1
6136,563,7505216,1
6137,20,124,-1
6138,563,594759,-1
6139,20,51,1
6140,563,127481,-1
6141,20,38,1
6142,563,1317778,1
6143,20,108,-1
6144,563,1999613,1
6145,20,157,-1
6146,563,9962048,1
6147,20,154,-1
6148,563,491869,-1
6149,20,40,1
6150,1077,5508968,1
6151,20,145,-1
6152,1440,492987,-1
6153,20,56,1
6154,685,29,-1
6155,20,8,1
6156,563,7506786,1
6157,20,305,-1
6158,1077,487589,-1
6159,20,83,1
6160,563,512707,1
6161,20,152,-1
6162,1077,491234,-1
6163,20,54,1
6164,563,1509539,1
6165,20,161,-1
6166,563,485057,-1
6167,20,52,1
6168,563,6516338,1
6169,20,151,-1
6170,1077,484361,-1
6171,20,54,1
6172,563,12517580,1
6173,20,144,-1
6174,1077,482785,-1
6175,20,52,1
6176,563,7517560,1
6177,20,118,-1
6178,563,781280,-1
6179,20,51,1
6180,563,11405716,1
6181,20,124,-1
6182,563,1062129,-1
6183,20,71,1
6184,563,1516,1
6185,20,63,-1
6186,563,317867,-1
6187,563,283,1
6188,20,98,-1
6189,563,306682,-1
6190,20,39104,1
6191,563,85650,1
6192,20,144,-1
6193,1440,49837,-1
6194,20,37,1
6195,1276,38,-1
6196,20,10,1
6197,971,51,-1
6198,20,9,1
6199,563,3623,1
6200,563,64,1
6201,20,12,-1
6202,20,47,-1
6203,563,129213,-1
6204,563,1829,1
6205,20,329,-1
6206,563,62416,1
6207,20,135,-1
6208,563,82498,-1
6209,563,1928,1
6210,20,114,-1
6211,563,56288,-1
6212,20,47,1
6213,1358,100017,-1
6214,20,56,1
6215,253,28003,-1
6216,20,39,1
6217,563,2063,1
6218,20,237,-1
6219,563,184951,-1
6220,563,47,-1
6221,563,3307,1
6222,563,62,1
6223,20,57,-1
6224,20,12,-1
6225,563,369380,-1
6226,20,37452,1
6227,563,132405,1
6228,20,179,-1
6229,563,130094,-1
6230,563,1931,1
6231,20,114,-1
6232,563,145102,-1
6233,563,1727,1
6234,20,124,-1
6235,563,129187,-1
6236,563,1888,1
6237,20,114,-1
6238,563,417349,-1
6239,20,40536,1
6240,563,139369,-1
6241,20,37,1
6242,563,205,1
6243,20,60,-1
6244,563,444889,-1
6245,20,46,1
6246,563,924,1
6247,20,108,-1
6248,563,480232,-1
6249,563,516,1
6250,20,108,-1
