pkt_i,len,iat,dir
72177,563,62,1
72178,20,75,-1
72179,1358,9701,-1
72180,157,10885,-1
72181,20,37,1
72182,1077,1120,1
72183,20,132,-1
72184,563,625,1
72185,20,84,-1
72186,1358,67005,-1
72187,1358,56,-1
72188,20,12,1
72189,1440,285,-1
72190,1276,24,-1
72191,20,7,1
72192,1440,219,-1
72193,1440,12,-1
72194,20,10,1
72195,1194,25,-1
72196,1358,153,-1
72197,20,11,1
72198,1077,813,1
72199,20,154,-1
72200,1077,250,1
72201,20,82,-1
72202,563,1235,1
72203,20,155,-1
72204,563,3184,1
72205,20,124,-1
72206,563,2038,1
72207,20,90,-1
72208,1225,50551,-1
72209,563,2019,1
72210,20,340,-1
72211,1358,39139,-1
72212,1440,144,-1
72213,20,15,1
72214,1276,24,-1
72215,1440,192,-1
72216,20,13,1
72217,1276,30,-1
72218,1440,264,-1
72219,20,11,1
72220,1276,19,-1
72221,1440,188,-1
72222,20,7,1
72223,1276,17,-1
72224,1077,541,1
72225,20,100,-1
72226,1077,136,1
72227,20,66,-1
72228,563,438,1
72229,20,76,-1
72230,563,191,1
72231,20,105,-1
72232,563,146,1
72233,20,126,-1
72234,563,130,1
72235,20,118,-1
72236,563,124,1
72237,20,92,-1
72238,563,131,1
72239,20,65,-1
72240,563,196,1
72241,20,58,-1
72242,563,185,1
72243,20,67,-1
72244,1358,17926,-1
72245,20,39783,1
72246,1177,25085,-1
72247,20,146,1
72248,1440,1646,-1
72249,1276,25,-1
72250,20,10,1
72251,1358,191,-1
72252,20,72,1
72253,1358,156,-1
72254,1480,1187,1
72255,131,27,1
72256,20,60,-1
72257,563,5606,1
72258,20,121,-1
72259,563,1724,1
72260,20,78,-1
72261,1440,110271,-1
72262,1276,62,-1
72263,20,12,1
72264,1358,25,-1
72265,1077,1515,1
72266,20,88,-1
72267,563,51,1
72268,20,106,-1
72269,1480,128,1
72270,131,26,1
72271,20,74,-1
72272,536,5837,-1
72273,1480,798,1
72274,645,57,1
72275,20,133,-1
72276,1480,258,1
72277,1159,79,1
72278,20,118,-1
72279,563,572,1
72280,20,108,-1
72281,1077,2352,1
72282,20,102,-1
72283,1440,78963,-1
72284,1276,54,-1
72285,20,12,1
72286,1358,14,-1
72287,1358,557,-1
72288,20,15,1
72289,563,348,1
72290,20,154,-1
72291,1480,756,1
72292,131,159,1
72293,20,53,-1
72294,1480,143,1
72295,131,26,1
72296,20,76,-1
72297,380,41218,-1
72298,563,2402,1
72299,20,97,-1
72300,1480,263,1
72301,131,75,1
72302,20,56,-1
72303,563,96,1
72304,20,56,-1
72305,1358,55600,-1
72306,20,39886,1
72307,1281,30420,-1
72308,20,147,1
72309,1077,385,1
72310,20,102,-1
72311,563,328,1
72312,20,99,-1
72313,1358,27262,-1
72314,1440,322,-1
72315,20,16,1
72316,1276,25,-1
72317,1358,208,-1
72318,20,15,1
72319,1358,280,-1
72320,1480,1435,1
72321,1159,61,1
72322,20,46,-1
72323,563,240,1
72324,20,59,-1
72325,563,94,1
72326,20,51,-1
72327,1440,96513,-1
72328,1276,49,-1
72329,20,12,1
72330,1480,478,1
72331,645,50,1
72332,1021,37,-1
72333,20,92,-1
72334,1480,388,1
72335,1480,63,1
72336,727,25,1
72337,20,38,-1
72338,20,21,-1
72339,1077,99,1
72340,20,82,-1
72341,1077,1715,1
72342,20,133,-1
72343,563,478,1
72344,20,72,-1
72345,1077,124315,-1
72346,1480,566,1
72347,1159,46,1
72348,20,71,-1
72349,1077,2413,1
72350,20,111,-1
72351,1358,70139,-1
72352,1440,161,-1
72353,20,86,1
72354,1276,51,-1
72355,1358,16152,-1
72356,20,45,1
72357,563,806,1
72358,20,138,-1
72359,1077,39,1
72360,20,78,-1
72361,563,26,1
72362,20,110,-1
72363,563,451,1
72364,20,72,-1
72365,1480,36,1
72366,1480,33,1
72367,213,26,1
72368,20,37,-1
72369,20,8,-1
72370,409,35989,-1
72371,563,292,1
72372,20,86,-1
72373,1440,47234,-1
72374,1276,46,-1
72375,20,13,1
72376,971,79835,-1
72377,1077,849,1
72378,20,123,-1
72379,563,684,1
72380,20,96,-1
72381,1440,8399,-1
72382,1276,47,-1
72383,20,13,1
72384,1440,111222,-1
72385,1276,61,-1
72386,20,18,1
72387,563,512,1
72388,20,146,-1
72389,563,651,1
72390,20,130,-1
72391,563,848,1
72392,20,192,-1
72393,563,1312,1
72394,20,64,-1
72395,1480,122,1
72396,1480,81,1
72397,20,72,-1
72398,727,25,1
72399,20,35,-1
72400,894,2120,-1
72401,1480,474,1
72402,1480,32,1
72403,1201,27,1
72404,20,19,-1
72405,20,48,-1
72406,603,15,1
72407,20,65,-1
72408,1440,89426,-1
72409,1276,56,-1
72410,20,18,1
72411,1440,105,-1
72412,1276,23,-1
72413,20,11,1
72414,1440,221,-1
72415,1276,7,-1
72416,20,21,1
72417,1480,161,1
72418,645,33,1
72419,20,36,-1
72420,563,12995,1
72421,20,102,-1
72422,1331,24134,-1
72423,1480,833,1
72424,1159,54,1
72425,20,101,-1
72426,1480,70,1
72427,131,36,1
72428,20,164,-1
72429,563,754,1
72430,20,99,-1
72431,563,19,1
72432,20,74,-1
72433,1358,65658,-1
72434,20,38762,1
72435,767,21275,-1
72436,20,136,1
72437,1480,895,1
72438,1480,35,1
72439,1201,30,1
72440,20,46,-1
72441,1480,41,1
72442,20,19,-1
72443,1480,25,1
72444,1201,20,1
72445,20,10,-1
72446,1480,75,1
72447,20,18,-1
72448,1480,10,1
72449,1201,20,1
72450,20,11,-1
72451,20,32,-1
72452,1480,10,1
72453,765,23,1
72454,20,46,-1
72455,1077,97,1
72456,20,56,-1
72457,1440,32001,-1
72458,1276,51,-1
72459,20,11,1
72460,971,95906,-1
72461,1077,1389,1
72462,20,126,-1
72463,1440,2565,-1
72464,1276,30,-1
72465,20,10,1
72466,1480,792,1
72467,131,138,1
72468,20,84,-1
72469,1358,16450,-1
72470,20,39498,1
72471,1440,44780,-1
72472,1276,61,-1
72473,20,16,1
72474,1440,120,-1
72475,1276,10,-1
72476,20,10,1
72477,563,4253,1
72478,20,98,-1
72479,1077,27189,1
72480,20,113,-1
72481,563,355,1
72482,20,118,-1
72483,1440,160934,-1
72484,1440,49,-1
72485,20,12,1
72486,91,25,-1
72487,1440,2552,-1
72488,20,15,1
72489,1276,31,-1
72490,1440,113,-1
72491,20,10,1
72492,1276,19,-1
72493,1358,251,-1
72494,20,17,1
72495,1077,6788,1
72496,20,118,-1
72497,1358,14791,-1
72498,1077,761,1
72499,20,121,-1
72500,1077,1487,1
72501,20,108,-1
72502,1077,1290,1
72503,20,238,-1
72504,563,592,1
72505,20,113,-1
72506,563,58,1
72507,20,63,-1
72508,1358,74281,-1
72509,563,8890,1
72510,20,133,-1
72511,1440,14657,-1
72512,1276,32,-1
72513,20,10,1
72514,1440,147,-1
72515,1276,17,-1
72516,20,8,1
72517,1100,231,-1
72518,1480,13759,1
72519,131,95,1
72520,20,97,-1
72521,1440,63992,-1
72522,1276,47,-1
72523,20,13,1
72524,1440,123,-1
72525,1276,17,-1
72526,20,8,1
72527,1358,214,-1
72528,1077,3314,1
72529,20,153,-1
72530,1077,2006,1
72531,20,73,-1
72532,70,58650,-1
72533,1077,2273,1
72534,20,96,-1
72535,1358,31282,-1
72536,20,37681,1
72537,1281,56106,-1
72538,20,142,1
72539,1077,650,1
72540,20,104,-1
72541,563,1477,1
72542,20,109,-1
72543,563,483,1
72544,20,71,-1
72545,1440,6295,-1
72546,1276,28,-1
72547,20,21,1
72548,1358,173,-1
72549,20,38331,1
72550,1480,40462,1
72551,131,113,1
72552,20,88,-1
72553,1358,18665,-1
72554,1358,198,-1
72555,20,20,1
72556,563,15018,1
72557,20,132,-1
72558,563,749,1
72559,20,61,-1
72560,563,80,1
72561,20,61,-1
72562,1480,1513,1
72563,1159,40,1
72564,20,84,-1
72565,128,3220,-1
72566,1480,19050,1
72567,131,46,1
72568,20,100,-1
72569,1358,64329,-1
72570,1440,983,-1
72571,20,15,1
72572,1276,69,-1
72573,1440,138,-1
72574,20,8,1
72575,1276,29,-1
72576,563,1251,1
72577,20,107,-1
72578,563,483,1
72579,20,83,-1
72580,99,44918,-1
72581,1480,11779,1
72582,645,98,1
72583,20,160,-1
72584,1358,35268,-1
72585,1440,190,-1
72586,20,17,1
72587,1276,38,-1
72588,20,36298,1
72589,176,44518,-1
72590,20,434,1
72591,1077,393,1
72592,20,69,-1
72593,1077,4933,1
72594,20,128,-1
72595,1480,1126,1
72596,131,93,1
72597,20,62,-1
72598,1440,26180,-1
72599,1276,44,-1
72600,20,11,1
72601,1358,105,-1
72602,1440,6783,-1
72603,20,20,1
72604,1276,31,-1
72605,1358,153,-1
72606,20,12,1
72607,1358,5670,-1
72608,563,349,1
72609,20,401,-1
72610,1077,2688,1
72611,20,82,-1
72612,1358,66250,-1
72613,1440,198,-1
72614,20,17,1
72615,1276,24,-1
72616,1440,304,-1
72617,20,10,1
72618,1440,30,-1
72619,1194,5,-1
72620,20,6,1
72621,1440,93,-1
72622,1276,8,-1
72623,20,5,1
72624,1440,278,-1
72625,1276,9,-1
72626,20,7,1
72627,1440,263,-1
72628,1276,5,-1
72629,20,6,1
72630,563,82,1
72631,20,111,-1
72632,563,2424,1
72633,20,154,-1
72634,563,196,1
72635,20,123,-1
72636,1480,676,1
72637,645,97,1
72638,20,59,-1
72639,1480,487,1
72640,131,73,1
72641,20,54,-1
72642,563,200,1
72643,20,50,-1
72644,1358,3895,-1
72645,1440,967,-1
72646,20,17,1
72647,1276,37,-1
72648,1440,905,-1
72649,20,15,1
72650,1276,57,-1
72651,1440,149,-1
72652,20,11,1
72653,1276,33,-1
72654,1104,360,-1
72655,20,16,1
72656,563,297,1
72657,20,73,-1
72658,1077,5241,1
72659,20,197,-1
72660,1077,462,1
72661,20,76,-1
72662,1480,17932,1
72663,1480,93,1
72664,20,78,-1
72665,1201,84,1
72666,20,118,-1
72667,1117,64,1
72668,20,80,-1
72669,1077,1664,1
72670,20,76,-1
72671,563,14008,1
72672,20,154,-1
72673,1440,58250,-1
72674,1276,40,-1
72675,20,11,1
72676,1358,7468,-1
72677,1077,9336,1
72678,20,103,-1
72679,1204,11481,-1
72680,1480,438,1
72681,131,36,1
72682,20,90,-1
72683,1440,61630,-1
72684,1276,43,-1
72685,20,13,1
72686,971,65984,-1
72687,1077,12030,1
72688,20,144,-1
72689,1440,22506,-1
72690,1276,46,-1
72691,20,15,1
72692,1358,120,-1
72693,20,36407,1
72694,1233,56634,-1
72695,1480,596,1
72696,645,33,1
72697,20,167,-1
72698,563,1191,1
72699,20,89,-1
72700,1440,2656,-1
72701,1276,22,-1
72702,20,17,1
72703,1440,565,-1
72704,1276,20,-1
72705,20,16,1
72706,1358,154,-1
72707,563,3196,1
72708,20,91,-1
72709,563,291,1
72710,20,80,-1
72711,563,254,1
72712,20,74,-1
72713,563,497,1
72714,20,74,-1
72715,563,280,1
72716,20,159,-1
72717,563,257,1
72718,20,138,-1
72719,563,257,1
72720,20,185,-1
72721,563,82,1
72722,20,85,-1
72723,1358,108737,-1
72724,1480,703,1
72725,1480,49,1
72726,1201,39,1
72727,20,35,-1
72728,20,13,-1
72729,1480,15,1
72730,1480,24,1
72731,767,21,1
72732,20,37,-1
72733,20,5,-1
72734,817,6772,-1
72735,1358,23766,-1
72736,20,46,1
72737,563,20426,1
72738,20,166,-1
72739,1358,44924,-1
72740,20,38031,1
72741,486,72,-1
72742,20,118,1
72743,1106,127945,-1
72744,20,230,1
72745,563,172,1
72746,20,113,-1
72747,1440,124527,-1
72748,1276,46,-1
72749,20,11,1
72750,457,3696,-1
72751,563,9116,1
72752,20,202,-1
72753,563,521,1
72754,20,72,-1
72755,1358,85408,-1
72756,1480,33478,1
72757,131,108,1
72758,20,173,-1
72759,563,71,1
72760,20,63,-1
72761,767,10221,-1
72762,1077,2551,1
72763,20,102,-1
72764,1358,51006,-1
72765,1440,17326,-1
72766,20,41,1
72767,1276,37,-1
72768,1480,5326,1
72769,131,86,1
72770,20,65,-1
72771,690,51769,-1
72772,1440,26304,-1
72773,20,38,1
72774,1276,51,-1
72775,1358,49,-1
72776,20,10,1
72777,1440,100279,-1
72778,1276,44,-1
72779,20,21,1
72780,99,1070,-1
72781,563,5564,1
72782,20,152,-1
72783,563,758,1
72784,20,61,-1
72785,1077,195,1
72786,20,86,-1
72787,1480,6235,1
72788,645,100,1
72789,20,105,-1
72790,1440,87089,-1
72791,1276,50,-1
72792,20,11,1
72793,1358,25,-1
72794,1440,261,-1
72795,20,15,1
72796,1440,32,-1
72797,1194,8,-1
72798,20,6,1
72799,1440,150,-1
72800,1276,10,-1
72801,20,6,1
72802,1440,265,-1
72803,1276,12,-1
72804,20,6,1
72805,1440,207,-1
72806,1276,7,-1
72807,20,5,1
72808,563,252,1
72809,20,78,-1
72810,1358,23751,-1
72811,1304,2301,-1
72812,20,16,1
72813,1358,72031,-1
72814,1440,428,-1
72815,20,16,1
72816,1276,35,-1
72817,1440,168,-1
72818,20,11,1
72819,1276,16,-1
72820,1440,243,-1
72821,20,10,1
72822,1276,17,-1
72823,1440,271,-1
72824,20,10,1
72825,1276,27,-1
72826,1440,144,-1
72827,20,10,1
72828,1276,19,-1
72829,1358,207,-1
72830,20,15,1
72831,1440,12805,-1
72832,1276,60,-1
72833,20,13,1
72834,1358,510,-1
72835,20,36525,1
72836,713,4488,-1
72837,20,149,1
72838,563,241,1
72839,20,174,-1
72840,1358,44358,-1
72841,1358,133,-1
72842,20,15,1
72843,1440,276,-1
72844,1276,25,-1
72845,20,8,1
72846,1440,186,-1
72847,1440,16,-1
72848,20,6,1
72849,1194,23,-1
72850,1440,182,-1
72851,20,14,1
72852,1276,16,-1
72853,1440,275,-1
72854,20,11,1
72855,1276,26,-1
72856,1358,457,-1
72857,20,13,1
72858,1358,15621,-1
72859,1358,195,-1
72860,20,18,1
72861,1440,288,-1
72862,1276,30,-1
72863,20,11,1
72864,1358,112,-1
72865,563,278,1
72866,20,61,-1
72867,1358,41962,-1
72868,869,22617,-1
72869,20,33,1
72870,1358,10982,-1
72871,1440,134,-1
72872,20,16,1
72873,1276,25,-1
72874,1440,231,-1
72875,20,10,1
72876,1440,199,-1
72877,1194,6,-1
72878,20,7,1
72879,1440,87,-1
72880,1276,5,-1
72881,20,6,1
72882,1440,244,-1
72883,1276,12,-1
72884,20,8,1
72885,1440,243,-1
72886,1276,20,-1
72887,20,6,1
72888,563,339,1
72889,20,80,-1
72890,1440,25790,-1
72891,1276,232,-1
72892,20,12,1
72893,1440,15050,-1
72894,1276,50,-1
72895,20,13,1
72896,1358,13,-1
72897,1077,1338,1
72898,20,216,-1
72899,1077,137,1
72900,20,118,-1
72901,563,61,1
72902,20,72,-1
72903,563,2865,1
72904,20,110,-1
72905,563,69,1
72906,20,56,-1
72907,1077,11622,1
72908,20,154,-1
72909,1179,56823,-1
72910,1480,751,1
72911,131,80,1
72912,20,139,-1
72913,1077,31820,1
72914,20,159,-1
72915,1077,13511,1
72916,20,150,-1
72917,563,70191,1
72918,20,198,-1
72919,563,18118,1
72920,20,259,-1
72921,1077,87459,1
72922,20,146,-1
72923,1440,62473,-1
72924,1276,72,-1
72925,20,18,1
72926,457,31,-1
72927,563,1758,1
72928,20,112,-1
72929,563,46,1
72930,20,53,-1
72931,1480,4287,1
72932,645,85,1
72933,20,102,-1
72934,1358,96789,-1
72935,1440,14018,-1
72936,20,20,1
72937,1276,37,-1
72938,1480,532,1
72939,131,46,1
72940,20,70,-1
72941,176,11787,-1
72942,20,36875,1
72943,1358,26681,-1
72944,20,58,1
72945,1440,128873,-1
72946,20,48,1
72947,1276,66,-1
72948,20,10,1
72949,1440,25,-1
72950,20,7,1
72951,1276,30,-1
72952,20,16,1
72953,1440,283,-1
72954,20,12,1
72955,1440,29,-1
72956,20,7,1
72957,1440,32,-1
72958,1440,5,-1
72959,20,5,1
72960,1440,15,-1
72961,1440,5,-1
72962,20,6,1
72963,1440,14,-1
72964,1440,4,-1
72965,20,5,1
72966,1440,15,-1
72967,1440,5,-1
72968,20,6,1
72969,1440,7,-1
72970,1440,4,-1
72971,20,5,1
72972,1440,17,-1
72973,1440,6,-1
72974,1440,2,-1
72975,1440,4,-1
72976,1440,4,-1
72977,1440,4,-1
72978,1440,2,-1
72979,1440,4,-1
72980,1440,2,-1
72981,1440,3,-1
72982,1440,4,-1
72983,1440,2,-1
72984,563,1073,1
72985,20,104,-1
72986,563,586,1
72987,20,74,-1
72988,1358,16846,-1
72989,1358,255,-1
72990,20,31,1
72991,1358,59803,-1
72992,1358,23953,-1
72993,20,38,1
72994,1440,10162,-1
72995,1276,51,-1
72996,20,14,1
72997,1440,794,-1
72998,1276,21,-1
72999,20,8,1
73000,1440,174,-1
73001,1276,10,-1
73002,20,5,1
73003,1440,283,-1
73004,1276,23,-1
73005,20,7,1
73006,1440,186,-1
73007,1276,7,-1
73008,20,5,1
73009,1440,170,-1
73010,1276,11,-1
73011,20,7,1
73012,1077,3059,1
73013,20,89,-1
73014,1077,729,1
73015,20,70,-1
73016,1440,7233,-1
73017,1276,35,-1
73018,20,10,1
73019,1440,125,-1
73020,1276,15,-1
73021,20,7,1
73022,1358,228,-1
73023,563,217,1
73024,20,99,-1
73025,70,316,-1
73026,20,36676,1
73027,1440,25787,-1
73028,1276,41,-1
73029,20,22,1
73030,1440,68,-1
73031,1276,6,-1
73032,20,5,1
73033,563,271,1
73034,1440,21,-1
73035,1276,9,-1
73036,20,19,1
73037,20,35,-1
73038,1358,97,-1
73039,1440,331,-1
73040,20,10,1
73041,1276,41,-1
73042,1440,149,-1
73043,20,205,1
73044,1276,20,-1
73045,1358,235,-1
73046,20,15,1
73047,563,47,1
73048,20,75,-1
73049,1358,11631,-1
73050,1440,506,-1
73051,20,18,1
73052,1276,36,-1
73053,1358,10133,-1
73054,20,16,1
73055,563,253,1
73056,20,73,-1
73057,299,41549,-1
73058,1358,29232,-1
73059,20,21,1
73060,1440,195,-1
73061,1440,20,-1
73062,20,7,1
73063,1194,25,-1
73064,1358,149,-1
73065,20,11,1
73066,1440,249,-1
73067,1440,18,-1
73068,20,15,1
73069,1194,20,-1
73070,1440,262,-1
73071,20,11,1
73072,1276,30,-1
73073,1440,117,-1
73074,20,27,1
73075,1276,25,-1
73076,563,296,1
73077,20,108,-1
73078,1358,10529,-1
73079,1358,241,-1
73080,20,15,1
73081,1440,223,-1
73082,1276,22,-1
73083,20,7,1
73084,1358,12854,-1
73085,20,37499,1
73086,1440,40163,-1
73087,1276,49,-1
73088,20,15,1
73089,1440,16,-1
73090,1276,9,-1
73091,20,8,1
73092,1440,256,-1
73093,1276,13,-1
73094,20,8,1
73095,1440,241,-1
73096,1276,12,-1
73097,20,9,1
73098,1358,288,-1
73099,1440,221,-1
73100,20,10,1
73101,1276,31,-1
73102,20,97,1
73103,1440,190,-1
73104,1276,22,-1
73105,20,9,1
73106,1077,2126,1
73107,20,208,-1
73108,563,1036,1
73109,20,168,-1
73110,563,396,1
73111,20,226,-1
73112,1358,2183,-1
73113,563,1827,1
73114,20,157,-1
73115,1154,14551,-1
73116,20,39494,1
73117,1358,30055,-1
73118,20,174,1
73119,1440,85,-1
73120,1440,10,-1
73121,20,11,1
73122,1194,27,-1
73123,1440,136,-1
73124,20,10,1
73125,1276,24,-1
73126,1440,175,-1
73127,20,15,1
73128,1276,24,-1
73129,20,231,1
73130,563,108,1
73131,1440,16,-1
73132,1276,19,-1
73133,20,10,1
73134,20,20,-1
73135,1440,10,-1
73136,1276,14,-1
73137,20,9,1
73138,563,767,1
73139,20,71,-1
73140,1440,10939,-1
73141,1276,33,-1
73142,20,8,1
73143,1358,152,-1
73144,20,36809,1
73145,199,47944,-1
73146,20,142,1
73147,1440,2265,-1
73148,1276,24,-1
73149,20,10,1
73150,1440,149,-1
73151,1276,18,-1
73152,20,8,1
73153,1440,246,-1
73154,1276,12,-1
73155,20,8,1
73156,1440,233,-1
73157,1276,13,-1
73158,20,7,1
73159,563,63,1
73160,20,44,-1
73161,1440,182,-1
73162,1276,15,-1
73163,20,6,1
73164,1440,177,-1
73165,1276,10,-1
73166,20,6,1
73167,563,2063,1
73168,20,128,-1
73169,563,235,1
73170,20,96,-1
73171,563,53,1
73172,20,277,-1
73173,1480,880,1
73174,131,68,1
73175,20,72,-1
73176,1440,4739,-1
73177,1276,24,-1
73178,20,7,1
73179,1358,213,-1
73180,20,39505,1
73181,1440,48364,-1
73182,1276,45,-1
73183,20,10,1
73184,1358,108,-1
73185,563,218,1
73186,20,69,-1
73187,1440,419,-1
73188,1276,18,-1
73189,20,8,1
73190,1440,167,-1
73191,1276,10,-1
73192,20,7,1
73193,1440,278,-1
73194,1276,15,-1
73195,20,11,1
73196,1440,241,-1
73197,1276,15,-1
73198,20,7,1
73199,1358,147,-1
73200,1077,3214,1
73201,20,135,-1
73202,1440,7369,-1
73203,1276,48,-1
73204,20,11,1
73205,659,14605,-1
73206,563,1322,1
73207,20,185,-1
73208,1440,72623,-1
73209,1276,62,-1
73210,20,25,1
73211,1440,88,-1
73212,1276,7,-1
73213,20,6,1
73214,1440,187,-1
73215,1276,10,-1
73216,20,6,1
73217,1480,362,1
73218,645,71,1
73219,20,91,-1
73220,1440,177,-1
73221,1276,15,-1
73222,20,7,1
73223,1440,290,-1
73224,1276,20,-1
73225,20,7,1
73226,1480,15936,1
73227,645,97,1
73228,20,70,-1
73229,796,75371,-1
73230,1440,9078,-1
73231,20,37,1
73232,1276,49,-1
73233,1440,10,-1
73234,20,7,1
73235,1276,32,-1
73236,1440,274,-1
73237,20,15,1
73238,1276,31,-1
73239,563,157,1
73240,1440,6,-1
73241,1276,28,-1
73242,20,18,1
73243,20,25,-1
73244,1440,267,-1
73245,1276,7,-1
73246,20,7,1
73247,1440,164,-1
73248,1276,9,-1
73249,20,7,1
73250,563,337,1
73251,20,132,-1
73252,563,15128,1
73253,20,144,-1
73254,1440,988,-1
73255,1276,28,-1
73256,20,20,1
73257,563,446,1
73258,20,165,-1
73259,563,549,1
73260,20,197,-1
73261,1480,42309,1
73262,131,110,1
73263,20,123,-1
73264,1358,53730,-1
73265,563,369,1
73266,20,180,-1
73267,1358,60,-1
73268,1440,361,-1
73269,20,10,1
73270,1440,30,-1
73271,1194,9,-1
73272,20,8,1
73273,1440,77,-1
73274,1276,9,-1
73275,20,9,1
73276,1440,355,-1
73277,1276,40,-1
73278,20,8,1
73279,1440,149,-1
73280,1276,7,-1
73281,20,8,1
73282,1327,10612,-1
73283,20,36442,1
73284,1358,24475,-1
73285,20,154,1
73286,1440,245,-1
73287,1276,20,-1
73288,20,11,1
73289,1440,173,-1
73290,1276,11,-1
73291,20,10,1
73292,1440,238,-1
73293,1276,13,-1
73294,20,9,1
73295,1440,231,-1
73296,1276,20,-1
73297,20,9,1
73298,1440,206,-1
73299,1276,44,-1
73300,20,10,1
73301,1358,138,-1
73302,563,193,1
73303,20,106,-1
73304,1358,23578,-1
73305,1440,134,-1
73306,20,15,1
73307,1276,25,-1
73308,563,1389,1
73309,20,87,-1
73310,199,78723,-1
73311,1358,7161,-1
73312,20,25,1
73313,1440,212,-1
73314,1276,18,-1
73315,20,9,1
73316,1358,169,-1
73317,563,83,1
73318,20,60,-1
73319,1440,189,-1
73320,1276,15,-1
73321,20,9,1
73322,1440,205,-1
73323,1276,11,-1
73324,20,9,1
73325,1440,415,-1
73326,1276,10,-1
73327,20,8,1
73328,1440,220,-1
73329,1276,61,-1
73330,20,10,1
73331,1358,9897,-1
73332,563,329,1
73333,20,200,-1
73334,1358,83408,-1
73335,1358,207,-1
73336,20,20,1
73337,1440,205,-1
73338,1276,17,-1
73339,20,7,1
73340,1440,219,-1
73341,1276,7,-1
73342,20,30,1
73343,1440,186,-1
73344,1276,15,-1
73345,20,5,1
73346,1440,251,-1
73347,1440,32,-1
73348,20,7,1
73349,1194,20,-1
73350,1440,172,-1
73351,20,10,1
73352,1276,19,-1
73353,563,5439,1
73354,20,93,-1
73355,1358,3792,-1
73356,1279,22027,-1
73357,20,39,1
73358,563,7609,1
73359,20,262,-1
73360,563,120,1
73361,20,63,-1
73362,1358,59024,-1
73363,1440,170,-1
73364,1276,16,-1
73365,20,10,1
73366,1440,282,-1
73367,20,14,1
73368,1276,46,-1
73369,1440,63,-1
73370,20,8,1
73371,1276,35,-1
73372,1440,349,-1
73373,20,10,1
73374,1276,37,-1
73375,1440,72,-1
73376,20,30,1
73377,1440,16,-1
73378,1194,6,-1
73379,20,5,1
73380,563,464,1
73381,20,76,-1
73382,1358,10315,-1
73383,563,343,1
73384,20,113,-1
73385,1333,48024,-1
73386,20,38581,1
73387,1440,4793,-1
73388,1276,36,-1
73389,20,10,1
73390,1440,111,-1
73391,1276,16,-1
73392,20,7,1
73393,1358,216,-1
73394,20,77,1
73395,1440,199,-1
73396,1276,25,-1
73397,20,8,1
73398,1440,203,-1
73399,1276,9,-1
73400,20,10,1
73401,1440,207,-1
73402,1276,10,-1
73403,20,7,1
73404,563,44,1
73405,20,51,-1
73406,1358,95,-1
73407,563,236,1
73408,20,60,-1
73409,1358,10717,-1
73410,20,42114,1
73411,1304,30211,-1
73412,20,149,1
73413,1358,12993,-1
73414,1440,153,-1
73415,20,16,1
73416,1276,27,-1
73417,20,30,1
73418,1440,376,-1
73419,1276,16,-1
73420,20,6,1
73421,1440,250,-1
73422,1276,11,-1
73423,20,30,1
73424,1440,205,-1
73425,1440,5,-1
73426,20,7,1
73427,1194,18,-1
73428,20,81,1
73429,1440,91,-1
73430,1276,15,-1
73431,20,6,1
73432,563,3294,1
73433,20,80,-1
73434,1077,1129,1
73435,20,129,-1
73436,1480,308,1
73437,1159,139,1
73438,20,81,-1
73439,1480,471,1
73440,1480,66,1
73441,20,46,-1
73442,213,45,1
73443,20,42,-1
73444,1480,849,1
73445,131,139,1
73446,20,46,-1
73447,1480,334,1
73448,645,64,1
73449,20,46,-1
73450,1358,2848,-1
73451,563,22351,1
73452,20,144,-1
73453,1440,72323,-1
73454,1276,44,-1
73455,20,11,1
73456,1440,124,-1
73457,1276,8,-1
73458,20,6,1
73459,1440,259,-1
73460,1276,11,-1
73461,20,7,1
73462,1440,232,-1
73463,1276,24,-1
73464,20,30,1
73465,1440,164,-1
73466,1276,8,-1
73467,20,5,1
73468,1440,288,-1
73469,1440,6,-1
73470,20,6,1
73471,1194,17,-1
73472,563,69,1
73473,20,149,-1
73474,1358,3802,-1
73475,1279,3181,-1
73476,20,13,1
73477,1440,87721,-1
73478,1276,48,-1
73479,20,10,1
73480,1440,74,-1
73481,1276,7,-1
73482,20,7,1
73483,1440,252,-1
73484,1276,12,-1
73485,20,7,1
73486,563,180,1
73487,1440,26,-1
73488,1276,8,-1
73489,20,7,1
73490,20,22,-1
73491,1440,271,-1
73492,1276,23,-1
73493,20,9,1
73494,1440,185,-1
73495,1276,6,-1
73496,20,6,1
73497,563,94,1
73498,20,103,-1
73499,1358,9600,-1
73500,1077,3224,1
73501,20,141,-1
73502,1333,25824,-1
73503,20,38691,1
73504,1358,26372,-1
73505,20,162,1
73506,1358,782,-1
73507,1440,274,-1
73508,20,15,1
73509,1440,82,-1
73510,1194,20,-1
73511,20,8,1
73512,1440,82,-1
73513,1276,6,-1
73514,20,6,1
73515,1440,245,-1
73516,1276,20,-1
73517,20,5,1
73518,1440,212,-1
73519,1276,9,-1
73520,20,12,1
73521,1358,296,-1
73522,20,74,1
73523,1358,5939,-1
73524,1077,13391,1
73525,20,145,-1
73526,1304,41152,-1
73527,1440,27909,-1
73528,20,28,1
73529,1276,40,-1
73530,1440,138,-1
73531,20,10,1
73532,1276,28,-1
73533,1440,195,-1
73534,20,15,1
73535,1276,22,-1
73536,1440,227,-1
73537,20,15,1
73538,1276,31,-1
