pkt_i,len,iat,dir
17510,20,175,-1
17511,1077,701033,1
17512,20,133,-1
17513,1480,269,1
17514,131,47,1
17515,20,47,-1
17516,563,215255,-1
17517,20,66,1
17518,563,128273,-1
17519,20,34,1
17520,563,67793,-1
17521,20,66,1
17522,563,198362,1
17523,20,188,-1
17524,563,206601,-1
17525,20,42,1
17526,563,482376,1
17527,20,175,-1
17528,563,889352,-1
17529,20,49,1
17530,1077,9060600,1
17531,20,170,-1
17532,563,266731,-1
17533,20,272,1
17534,1480,8903151,1
17535,131,117,1
17536,20,90,-1
17537,563,404439,-1
17538,20,52,1
17539,1480,19994525,1
17540,131,82,1
17541,20,45,-1
17542,563,395916,-1
17543,20,55,1
17544,563,551071,-1
17545,20,60,1
17546,563,52903,1
17547,20,310,-1
17548,563,250066,-1
17549,20,70,1
17550,563,750343,1
17551,20,587,-1
17552,563,207443,-1
17553,20,38,1
17554,563,794334,1
17555,20,231,-1
17556,563,249783,-1
17557,20,51,1
17558,563,750663,1
17559,20,633,-1
17560,563,173892,-1
17561,20,34,1
17562,563,1279213,1
17563,20,178,-1
17564,1077,314,1
17565,20,110,-1
17566,563,201287,-1
17567,20,216,1
17568,563,128258,-1
17569,20,162,1
17570,563,1669677,1
17571,20,135,-1
17572,563,14,1
17573,20,84,-1
17574,1077,380,1
17575,20,113,-1
17576,1077,691,1
17577,20,62,-1
17578,563,173604,-1
17579,20,58,1
17580,1358,75468,-1
17581,20,84,1
17582,311,52793,-1
17583,20,50,1
17584,563,247940,1
17585,20,555,-1
17586,563,252069,-1
17587,20,59,1
17588,563,852,1
17589,20,298,-1
17590,1077,221,1
17591,20,198,-1
17592,563,127142,-1
17593,20,38733,1
17594,563,1029029,1
17595,20,149,-1
17596,1077,354,1
17597,20,150,-1
17598,563,297616,-1
17599,20,53,1
17600,563,7251254,1
17601,20,159,-1
17602,563,15,1
17603,20,84,-1
17604,563,249802,-1
17605,20,55,1
17606,563,696,1
17607,20,118,-1
17608,1077,235,1
17609,20,92,-1
17610,1106,127422,-1
17611,1077,4292,1
17612,20,556,-1
17613,563,131660,-1
17614,20,37622,1
17615,563,447170,1
17616,20,169,-1
17617,563,203684,-1
17618,20,46,1
17619,563,782,1
17620,20,99,-1
17621,1077,409,1
17622,20,107,-1
17623,563,128976,-1
17624,20,38074,1
17625,1077,2020616,1
17626,20,469,-1
17627,1480,252,1
17628,131,51,1
17629,20,67,-1
17630,563,193452,-1
17631,20,103,1
17632,563,166529,-1
17633,20,78,1
17634,563,35995,-1
17635,20,66,1
17636,563,8600204,1
17637,20,149,-1
17638,563,243726,-1
17639,20,56,1
17640,1077,764432,1
17641,20,178,-1
17642,563,181586,-1
17643,20,50,1
17644,563,128139,-1
17645,20,170,1
17646,1480,10082776,1
17647,131,88,1
17648,20,185,-1
17649,563,405571,-1
17650,20,66,1
17651,1480,7084161,1
17652,131,288,1
17653,20,262,-1
17654,1440,390676,-1
17655,20,55,1
17656,171,25,-1
17657,20,10,1
17658,563,7348858,-1
17659,20,43,1
17660,1077,4368582,1
17661,20,175,-1
17662,563,269225,-1
17663,20,170,1
17664,1480,531806,1
17665,131,76,1
17666,20,92,-1
17667,563,375727,-1
17668,20,156,1
17669,1480,8555579,1
17670,131,112,1
17671,20,140,-1
17672,563,377035,-1
17673,20,140,1
17674,563,4554,1
17675,20,351,-1
17676,1106,123497,-1
17677,20,36237,1
17678,563,131549,-1
17679,20,91,1
17680,1077,575,1
17681,20,227,-1
17682,563,428848,-1
17683,20,38713,1
17684,1077,10299242,1
17685,20,152,-1
17686,1480,154,1
17687,131,84,1
17688,20,97,-1
17689,563,204738,-1
17690,20,39,1
17691,563,130981,-1
17692,20,61,1
17693,563,69293,-1
17694,20,63,1
17695,1077,5217190,1
17696,20,173,-1
17697,563,199760,-1
17698,20,37,1
17699,563,128204,-1
17700,20,56,1
17701,563,1426,1
17702,20,137,-1
17703,563,204877,-1
17704,563,293,1
17705,20,123,-1
17706,563,200210,-1
17707,1358,11955,-1
17708,20,490,1
17709,1440,14495,-1
17710,1276,137,-1
17711,20,41,1
17712,234,112704,-1
17713,563,9299,1
17714,20,185,-1
17715,1077,221,1
17716,20,81,-1
17717,1480,1382,1
17718,1480,94,1
17719,20,70,-1
17720,1201,61,1
17721,20,53,-1
17722,1480,109,1
17723,1480,80,1
17724,20,65,-1
17725,1201,73,1
17726,20,62,-1
17727,1480,113,1
17728,1480,61,1
17729,20,61,-1
17730,1201,66,1
17731,20,61,-1
17732,683,82,1
17733,20,62,-1
17734,563,215164,-1
17735,20,38871,1
17736,563,129614,-1
17737,20,38,1
17738,1358,26346,-1
17739,20,36,1
17740,1077,1791,1
17741,20,113,-1
17742,311,125992,-1
17743,563,952,1
17744,20,102,-1
17745,563,164847,-1
17746,20,37405,1
17747,563,134733,-1
17748,20,50,1
17749,563,2159,1
17750,20,195,-1
17751,563,519869,-1
17752,563,262,1
17753,20,109,-1
17754,563,208325,-1
17755,1358,21882,-1
17756,20,677,1
17757,1358,25506,-1
17758,1358,4727,-1
17759,20,104,1
17760,234,97845,-1
17761,563,14424,1
17762,20,123,-1
17763,1077,320,1
17764,20,121,-1
17765,563,482100,-1
17766,20,37959,1
17767,1358,85919,-1
17768,20,97,1
17769,311,48002,-1
17770,20,113,1
17771,563,3292,1
17772,20,318,-1
17773,1077,2829,1
17774,20,316,-1
17775,1077,271,1
17776,20,521,-1
17777,563,185796,-1
17778,20,35996,1
17779,563,129502,-1
17780,20,78,1
17781,1358,50575,-1
17782,20,65,1
17783,1358,306,-1
17784,20,30,1
17785,1358,9766,-1
17786,20,63,1
17787,1077,4871,1
17788,20,240,-1
17789,1077,188,1
17790,20,136,-1
17791,263,65059,-1
17792,563,2776,1
17793,20,1244,-1
17794,563,133187,-1
17795,20,37889,1
17796,563,133439,-1
17797,20,53,1
17798,1358,26702,-1
17799,1358,6594,-1
17800,20,106,1
17801,573,94974,-1
17802,20,177,1
17803,563,1063,1
17804,20,146,-1
17805,1480,10533943,1
17806,131,119,1
17807,20,73,-1
17808,563,276440,-1
17809,20,53,1
17810,563,128449,-1
17811,20,40,1
17812,563,8519463,-1
17813,20,40061,1
17814,563,8029783,1
17815,20,152,-1
17816,563,257411,-1
17817,20,54,1
17818,563,277894,1
17819,20,164,-1
17820,1077,869592,1
17821,20,244,-1
17822,563,199136,-1
17823,20,38,1
17824,563,128412,-1
17825,20,59,1
17826,1480,1676119,1
17827,131,92,1
17828,20,58,-1
17829,563,369487,-1
17830,20,54,1
17831,563,9196367,-1
17832,20,38,1
17833,563,3932111,-1
17834,20,44,1
17835,563,3753,1
17836,20,169,-1
17837,563,124203,-1
17838,20,37877,1
17839,563,136929,-1
17840,20,241,1
17841,1077,4542979,1
17842,20,160,-1
17843,563,485527,-1
17844,20,50,1
17845,563,128101,-1
17846,20,56,1
17847,563,3594,1
17848,20,327,-1
17849,563,187305,-1
17850,1480,571,1
17851,1480,36,1
17852,1201,30,1
17853,20,66,-1
17854,20,13,-1
17855,1480,23,1
17856,1480,28,1
17857,1201,29,1
17858,20,46,-1
17859,20,72,-1
17860,129,12,1
17861,20,45,-1
17862,563,843399,-1
17863,1358,804,-1
17864,1358,35,-1
17865,20,129,1
17866,1358,15065,-1
17867,1358,653,-1
17868,20,15,1
17869,1480,3540,1
17870,131,113,1
17871,20,90,-1
17872,1077,17590,1
17873,20,120,-1
17874,1440,5299,-1
17875,1440,25,-1
17876,1194,14,-1
17877,20,75,1
17878,1440,40473,-1
17879,1276,82,-1
17880,20,25,1
17881,563,790,1
17882,20,259,-1
17883,1077,5609,1
17884,20,163,-1
17885,1440,54769,-1
17886,1211,99,-1
17887,20,235,1
17888,1440,86730,-1
17889,1276,42,-1
17890,20,113,1
17891,1440,12538,-1
17892,1440,31,-1
17893,20,18,1
17894,1194,34,-1
17895,1440,18005,-1
17896,20,44,1
17897,1440,41,-1
17898,1194,8,-1
17899,20,91,1
17900,856,10273,-1
17901,563,360,1
17902,20,171,-1
17903,1440,20604,-1
17904,1276,66,-1
17905,1440,142,-1
17906,1276,15,-1
17907,20,28,1
17908,1358,78912,-1
17909,1077,4383,1
17910,1480,83,1
17911,131,39,1
17912,20,15,-1
17913,20,50,-1
17914,1243,46010,-1
17915,563,2067,1
17916,20,113,-1
17917,563,240,1
17918,20,73,-1
17919,563,262,1
17920,20,98,-1
17921,563,442,1
17922,20,73,-1
17923,563,95,1
17924,20,108,-1
17925,1358,8735,-1
17926,1440,765,-1
17927,20,21,1
17928,1276,51,-1
17929,1440,12130,-1
17930,20,40,1
17931,1440,42,-1
17932,1194,11,-1
17933,20,91,1
17934,904,102966,-1
17935,1358,24519,-1
17936,20,48,1
17937,563,4535,1
17938,20,108,-1
17939,563,446,1
17940,20,93,-1
17941,563,359,1
17942,20,144,-1
17943,563,498,1
17944,20,97,-1
17945,563,365,1
17946,20,94,-1
17947,563,166,1
17948,20,94,-1
17949,1358,47231,-1
17950,563,1702,1
17951,20,138,-1
17952,1145,48716,-1
17953,1077,466,1
17954,20,77,-1
17955,1480,199,1
17956,131,63,1
17957,20,66,-1
17958,1358,29855,-1
17959,1077,540,1
17960,20,142,-1
17961,563,87997,-1
17962,20,53,1
17963,854,9496,-1
17964,20,39097,1
17965,563,89462,-1
17966,20,154,1
17967,1480,439,1
17968,1480,39,1
17969,1201,41,1
17970,20,49,-1
17971,20,10,-1
17972,1480,33,1
17973,1480,29,1
17974,1201,25,1
17975,20,41,-1
17976,20,7,-1
17977,129,8,1
17978,20,43,-1
17979,1358,64971,-1
17980,1480,924,1
17981,1480,46,1
17982,1201,17,1
17983,20,56,-1
17984,20,14,-1
17985,1480,11,1
17986,1480,25,1
17987,1201,34,1
17988,20,50,-1
17989,20,7,-1
17990,129,8,1
17991,20,52,-1
17992,1480,26,1
17993,1480,27,1
17994,1201,31,1
17995,20,38,-1
17996,20,8,-1
17997,1480,30,1
17998,1480,29,1
17999,1201,23,1
18000,20,39,-1
18001,20,7,-1
18002,129,7,1
18003,20,48,-1
18004,854,63403,-1
18005,1480,805,1
18006,1480,46,1
18007,1201,42,1
18008,20,44,-1
18009,20,40,-1
18010,1480,21,1
18011,1480,25,1
18012,1201,18,1
18013,20,52,-1
18014,20,6,-1
18015,129,19,1
18016,1480,50,1
18017,20,18,-1
18018,1480,12,1
18019,1201,30,1
18020,20,12,-1
18021,20,55,-1
18022,1480,25,1
18023,1480,25,1
18024,1201,21,1
18025,20,75,-1
18026,20,7,-1
18027,129,6,1
18028,20,44,-1
18029,1358,48177,-1
18030,563,918,1
18031,20,288,-1
18032,1358,12547,-1
18033,1480,2279,1
18034,1480,131,1
18035,1201,91,1
18036,20,217,-1
18037,20,30,-1
18038,1480,1,1
18039,1480,101,1
18040,1201,75,1
18041,20,21,-1
18042,20,121,-1
18043,129,32,1
18044,20,226,-1
18045,59,62556,-1
18046,20,37821,1
18047,563,279072,-1
18048,20,52,1
18049,1440,134128,-1
18050,20,98,1
18051,1440,159,-1
18052,20,51,1
18053,1194,59,-1
18054,20,36,1
18055,1358,26331,-1
18056,20,36,1
18057,496,9186,-1
18058,20,25,1
18059,563,3288,1
18060,20,90,-1
18061,1480,885,1
18062,1480,47,1
18063,20,128,-1
18064,1201,107,1
18065,20,129,-1
18066,1480,138,1
18067,1480,97,1
18068,20,85,-1
18069,1201,103,1
18070,20,79,-1
18071,129,121,1
18072,20,107,-1
18073,563,268857,-1
18074,1480,1622,1
18075,1480,90,1
18076,20,38,-1
18077,1201,56,1
18078,20,87,-1
18079,1480,166,1
18080,1480,110,1
18081,20,79,-1
18082,1201,91,1
18083,20,78,-1
18084,129,104,1
18085,20,77,-1
18086,1106,128674,-1
18087,1480,5487,1
18088,1480,140,1
18089,1201,250,1
18090,20,236,-1
18091,20,92,-1
18092,1480,474,1
18093,1480,248,1
18094,20,195,-1
18095,1201,177,1
18096,20,343,-1
18097,129,130,1
18098,20,179,-1
18099,563,120527,-1
18100,1480,1538,1
18101,1480,111,1
18102,20,82,-1
18103,1201,0,1
18104,20,0,-1
18105,1480,0,1
18106,1480,78,1
18107,20,100,-1
18108,1201,36,1
18109,20,46,-1
18110,129,87,1
18111,20,66,-1
18112,1106,125987,-1
18113,1480,1814,1
18114,1480,77,1
18115,20,72,-1
18116,1201,25,1
18117,20,38,-1
18118,1480,108,1
18119,1480,51,1
18120,20,41,-1
18121,1201,51,1
18122,20,158,-1
18123,129,36,1
18124,20,63,-1
18125,1480,139,1
18126,1480,65,1
18127,20,52,-1
18128,1201,65,1
18129,20,66,-1
18130,1480,75,1
18131,1480,54,1
18132,20,37,-1
18133,1201,46,1
18134,20,37,-1
18135,129,58,1
18136,20,37,-1
18137,563,124891,-1
18138,1480,1604,1
18139,1480,82,1
18140,20,71,-1
18141,1201,30,1
18142,20,68,-1
18143,1480,85,1
18144,1480,63,1
18145,20,86,-1
18146,1201,28,1
18147,20,71,-1
18148,129,48,1
18149,20,73,-1
18150,1106,127043,-1
18151,1480,4395,1
18152,1480,54,1
18153,20,130,-1
18154,1201,36,1
18155,20,97,-1
18156,1480,200,1
18157,1480,42,1
18158,20,115,-1
18159,1201,86,1
18160,20,86,-1
18161,129,95,1
18162,20,129,-1
18163,563,122679,-1
18164,1480,1696,1
18165,1480,104,1
18166,1201,82,1
18167,1480,144,1
18168,1480,81,1
18169,20,252,-1
18170,20,16,-1
18171,1310,10,1
18172,20,23,-1
18173,20,50,-1
18174,1440,126250,-1
18175,229,46,-1
18176,20,111,1
18177,1480,2073,1
18178,1480,30,1
18179,20,72,-1
18180,1201,47,1
18181,20,76,-1
18182,1480,75,1
18183,1480,61,1
18184,20,82,-1
18185,1201,47,1
18186,20,45,-1
18187,1480,133,1
18188,1480,109,1
18189,1201,30,1
18190,20,66,-1
18191,20,21,-1
18192,1480,91,1
18193,1480,71,1
18194,1201,70,1
18195,1480,109,1
18196,1480,59,1
18197,1480,100,1
18198,1480,56,1
18199,20,72,-1
18200,20,14,-1
18201,20,4,-1
18202,20,1,-1
18203,1480,15,1
18204,951,59,1
18205,20,58,-1
18206,289,66,1
18207,20,54,-1
18208,563,158378,-1
18209,1480,2795,1
18210,1480,179,1
18211,20,135,-1
18212,1201,247,1
18213,20,186,-1
18214,1480,187,1
18215,1480,160,1
18216,20,140,-1
18217,1201,336,1
18218,20,153,-1
18219,129,207,1
18220,20,141,-1
18221,1106,126917,-1
18222,1480,5764,1
18223,1480,509,1
18224,20,380,-1
18225,1201,307,1
18226,20,261,-1
18227,1480,652,1
18228,1480,286,1
18229,1201,237,1
18230,20,204,-1
18231,20,172,-1
18232,129,152,1
18233,20,222,-1
18234,1440,113491,-1
18235,1276,46,-1
18236,20,109,1
18237,1358,9366,-1
18238,263,2825,-1
18239,20,23,1
18240,1106,127951,-1
18241,563,475,1
18242,20,177,-1
18243,1106,129137,-1
18244,20,38265,1
18245,563,130009,-1
18246,20,154,1
18247,1480,1283,1
18248,1480,92,1
18249,20,97,-1
18250,1201,40,1
18251,20,46,-1
18252,1480,108,1
18253,1480,97,1
18254,20,75,-1
18255,1201,60,1
18256,20,59,-1
18257,129,71,1
18258,20,77,-1
18259,563,82,1
18260,20,62,-1
18261,1077,13477,1
18262,20,138,-1
18263,1480,1046,1
18264,131,77,1
18265,20,60,-1
18266,1077,818,1
18267,20,73,-1
18268,563,2112,1
18269,20,66,-1
18270,1480,50019,1
18271,131,100,1
18272,20,82,-1
18273,1480,1535,1
18274,1480,85,1
18275,1201,85,1
18276,20,55,-1
18277,20,89,-1
18278,1480,80,1
18279,1480,79,1
18280,20,86,-1
18281,1201,74,1
18282,20,66,-1
18283,129,82,1
18284,20,70,-1
18285,563,142754,-1
18286,1077,3317,1
18287,20,471,-1
18288,563,1401,1
18289,20,352,-1
18290,1358,40567,-1
18291,1358,2810,-1
18292,20,380,1
18293,1358,2176,-1
18294,1077,656,1
18295,20,124,-1
18296,563,2093,1
18297,20,157,-1
18298,563,355,1
18299,20,152,-1
18300,563,493,1
18301,20,234,-1
18302,563,255,1
18303,20,156,-1
18304,563,1167,1
18305,20,107,-1
18306,1358,35963,-1
18307,1358,3867,-1
18308,20,182,1
18309,563,2312,1
18310,20,176,-1
18311,563,131,1
18312,20,120,-1
18313,874,33599,-1
18314,1480,581,1
18315,1480,62,1
18316,213,44,1
18317,20,66,-1
18318,20,52,-1
18319,563,834,1
18320,20,262,-1
18321,1358,95072,-1
18322,854,32855,-1
18323,20,39,1
18324,1358,60643,-1
18325,20,37453,1
18326,1358,7274,-1
18327,1358,13662,-1
18328,20,144,1
18329,563,996,1
18330,20,133,-1
18331,1480,1072,1
18332,1480,77,1
18333,20,60,-1
18334,1201,66,1
18335,20,63,-1
18336,1480,123,1
18337,1480,68,1
18338,20,59,-1
18339,1201,121,1
18340,20,53,-1
18341,129,66,1
18342,20,48,-1
18343,1358,3623,-1
18344,612,2081,-1
18345,20,99,1
18346,1077,2938,1
18347,20,123,-1
18348,1077,2686,1
18349,20,98,-1
18350,1480,1356,1
18351,131,83,1
18352,20,46,-1
18353,1358,80265,-1
18354,563,432,1
18355,20,226,-1
18356,563,617,1
18357,20,97,-1
18358,1077,2083,1
18359,20,106,-1
18360,1077,14629,1
18361,20,272,-1
18362,1480,3225,1
18363,1480,118,1
18364,20,89,-1
18365,1201,24,1
18366,20,117,-1
18367,1480,73,1
18368,1480,66,1
18369,1201,55,1
18370,20,41,-1
18371,20,5,-1
18372,643,66,1
18373,20,41,-1
18374,311,18565,-1
18375,20,37626,1
18376,1358,126181,-1
18377,1358,22574,-1
18378,20,226,1
18379,59,371,-1
18380,20,107,1
18381,1440,6430,-1
18382,1276,59,-1
18383,20,135,1
18384,1358,5115,-1
18385,20,327,1
18386,1358,3680,-1
18387,1077,13442,1
18388,20,165,-1
18389,1358,33727,-1
18390,20,39355,1
18391,1358,17933,-1
18392,563,1572,1
18393,20,106,-1
18394,1049,10250,-1
18395,563,926,1
18396,20,113,-1
18397,1077,23308,1
18398,20,155,-1
18399,1480,4222,1
18400,131,95,1
18401,20,73,-1
18402,1106,99579,-1
18403,20,37820,1
18404,1358,20766,-1
18405,1358,35184,-1
18406,20,57,1
18407,1480,14894,1
18408,131,236,1
18409,20,97,-1
18410,1077,208,1
18411,20,82,-1
18412,563,16412,1
18413,20,159,-1
18414,1116,42247,-1
18415,563,406,1
18416,20,87,-1
18417,1358,144625,-1
18418,563,984,1
18419,20,106,-1
18420,311,32394,-1
18421,20,38458,1
18422,1358,24087,-1
18423,563,2310,1
18424,20,107,-1
18425,1358,24925,-1
18426,563,2979,1
18427,20,285,-1
18428,563,454,1
18429,20,325,-1
18430,30,34316,-1
18431,20,38166,1
18432,563,111899,-1
18433,20,385,1
18434,1077,28172,1
18435,20,149,-1
18436,1358,120554,-1
18437,563,338,1
18438,20,104,-1
18439,563,26,1
18440,20,82,-1
18441,311,8032,-1
18442,20,38227,1
18443,1106,90548,-1
18444,20,217,1
18445,1358,4866,-1
18446,20,36346,1
18447,1358,64845,-1
18448,1440,41,-1
18449,1440,13,-1
18450,1194,4,-1
18451,20,69,1
18452,563,1688,1
18453,20,208,-1
18454,128,25000,-1
18455,1077,23231,1
18456,20,161,-1
18457,1077,7233,1
18458,20,272,-1
18459,563,2780,1
18460,20,219,-1
18461,1480,6127,1
18462,1480,177,1
18463,20,98,-1
18464,1201,138,1
18465,20,138,-1
18466,1480,255,1
18467,1480,137,1
18468,20,140,-1
18469,1201,132,1
18470,20,153,-1
18471,643,93,1
18472,20,75,-1
18473,1480,176,1
18474,1480,79,1
18475,20,61,-1
18476,1201,72,1
18477,20,77,-1
18478,1480,134,1
18479,1480,74,1
18480,20,95,-1
18481,1201,35,1
18482,20,47,-1
18483,129,86,1
18484,20,64,-1
18485,1106,118368,-1
18486,563,4575,1
18487,20,207,-1
18488,1077,139,1
18489,20,111,-1
18490,1077,7855,1
18491,20,118,-1
18492,1358,49842,-1
18493,20,36347,1
18494,1480,7714,1
18495,131,57,1
18496,20,121,-1
18497,1480,4196,1
18498,1480,178,1
18499,20,142,-1
18500,1201,41,1
18501,20,104,-1
18502,1480,123,1
18503,1480,113,1
18504,20,72,-1
18505,1201,297,1
18506,20,68,-1
18507,643,109,1
18508,20,67,-1
18509,854,15966,-1
18510,20,283,1
18511,1077,21249,1
18512,20,122,-1
18513,1077,92,1
18514,20,99,-1
18515,1358,91634,-1
18516,1480,576,1
18517,1480,21,1
18518,1201,134,1
18519,20,24,-1
18520,20,56,-1
18521,1480,40,1
18522,1480,26,1
18523,1201,25,1
18524,20,55,-1
18525,20,11,-1
18526,129,13,1
18527,20,26,-1
18528,311,14901,-1
18529,1480,23179,1
18530,1480,124,1
18531,1201,125,1
18532,20,82,-1
18533,20,57,-1
18534,1480,128,1
18535,1480,98,1
18536,20,80,-1
18537,1201,71,1
18538,20,56,-1
18539,643,100,1
18540,20,60,-1
18541,1480,184,1
18542,1480,72,1
18543,20,71,-1
18544,1201,36,1
18545,20,49,-1
18546,1480,203,1
18547,1480,70,1
18548,20,72,-1
18549,1201,77,1
18550,20,70,-1
18551,1480,142,1
18552,1480,72,1
18553,20,70,-1
18554,1201,77,1
18555,20,65,-1
18556,1480,142,1
18557,1480,76,1
18558,20,65,-1
18559,1201,77,1
18560,20,63,-1
18561,209,102,1
18562,20,84,-1
18563,1480,511,1
18564,1480,71,1
18565,20,89,-1
18566,1041,72,1
18567,20,66,-1
18568,1480,151,1
18569,1480,78,1
18570,20,114,-1
18571,1201,74,1
18572,20,76,-1
18573,1480,108,1
18574,371,77,1
18575,20,74,-1
18576,1077,32467,1
18577,20,154,-1
18578,1358,11515,-1
18579,1077,528,1
18580,20,155,-1
18581,1358,12814,-1
18582,20,39387,1
18583,1358,2254,-1
18584,893,1709,-1
18585,20,30,1
18586,563,745,1
18587,20,86,-1
18588,563,1183,1
18589,20,343,-1
18590,1077,3386,1
18591,20,815,-1
18592,563,2196,1
18593,20,447,-1
18594,1480,586,1
18595,1480,72,1
18596,20,78,-1
18597,1201,25,1
18598,20,66,-1
18599,1480,79,1
18600,1480,59,1
18601,20,81,-1
18602,1201,28,1
18603,20,38,-1
18604,643,75,1
18605,20,46,-1
18606,1358,5573,-1
18607,20,40040,1
18608,854,72485,-1
18609,20,200,1
18610,1480,1772,1
18611,1480,111,1
18612,1201,41,1
18613,20,66,-1
18614,20,27,-1
18615,1480,171,1
18616,1480,120,1
18617,20,103,-1
18618,1201,82,1
18619,20,106,-1
18620,643,111,1
18621,20,109,-1
18622,1358,18925,-1
18623,1358,12374,-1
18624,20,77,1
18625,1480,5789,1
18626,131,118,1
18627,20,63,-1
18628,1480,15679,1
18629,1480,109,1
18630,20,69,-1
18631,1201,63,1
18632,20,78,-1
18633,1480,132,1
18634,1480,81,1
18635,20,66,-1
18636,1201,63,1
18637,20,54,-1
18638,129,68,1
18639,20,53,-1
18640,1358,22859,-1
18641,563,1055,1
18642,20,134,-1
18643,563,29168,1
18644,20,149,-1
18645,292,20903,-1
18646,20,36290,1
18647,1358,69855,-1
18648,1077,514,1
18649,20,107,-1
18650,1358,21377,-1
18651,59,491,-1
18652,20,15,1
18653,1480,1333,1
18654,1480,66,1
18655,20,69,-1
18656,1201,27,1
18657,20,75,-1
18658,1480,85,1
18659,1480,92,1
18660,20,58,-1
18661,1201,59,1
18662,20,66,-1
18663,643,72,1
18664,20,54,-1
18665,1358,9800,-1
18666,1358,712,-1
18667,20,15,1
18668,1358,15774,-1
18669,1480,2990,1
18670,1480,81,1
18671,20,166,-1
18672,1201,67,1
18673,20,78,-1
18674,1480,93,1
18675,1480,71,1
18676,20,52,-1
18677,1201,56,1
18678,20,73,-1
18679,643,89,1
18680,20,68,-1
18681,1480,144,1
18682,1480,66,1
18683,20,46,-1
18684,1201,46,1
18685,20,46,-1
18686,1480,87,1
18687,1480,57,1
18688,20,46,-1
18689,1201,260,1
18690,20,51,-1
18691,1480,100,1
18692,1480,59,1
18693,20,46,-1
18694,1201,53,1
18695,20,43,-1
18696,1480,90,1
18697,1480,51,1
18698,20,36,-1
18699,1201,55,1
18700,20,42,-1
18701,209,65,1
18702,20,61,-1
18703,1077,84,1
18704,20,49,-1
18705,563,17440,1
18706,20,216,-1
18707,1077,54390,1
18708,20,127,-1
18709,864,22958,-1
18710,563,1448,1
18711,20,102,-1
18712,1358,70214,-1
18713,1358,855,-1
18714,20,19,1
18715,1358,1029,-1
18716,563,445,1
18717,20,169,-1
18718,1480,101,1
18719,1480,32,1
18720,1201,25,1
18721,20,18,-1
18722,20,44,-1
18723,1480,77,1
18724,1480,46,1
18725,1201,24,1
18726,20,25,-1
18727,20,49,-1
18728,1157,13,1
18729,20,61,-1
18730,1440,10807,-1
18731,1440,52,-1
18732,1194,10,-1
18733,20,102,1
18734,563,22722,1
18735,20,138,-1
18736,563,11015,1
18737,20,335,-1
18738,1480,4430,1
18739,1480,90,1
18740,20,110,-1
18741,1201,41,1
18742,20,51,-1
18743,1480,181,1
18744,1480,104,1
18745,20,61,-1
18746,1201,63,1
18747,20,78,-1
18748,643,45,1
18749,20,48,-1
18750,991,3560,-1
18751,563,3884,1
18752,20,119,-1
18753,1480,2509,1
18754,1480,30,1
18755,20,60,-1
18756,1201,77,1
18757,20,104,-1
18758,1480,159,1
18759,1480,24,1
18760,20,37,-1
18761,1201,102,1
18762,20,51,-1
18763,643,134,1
18764,20,48,-1
18765,563,206,1
18766,20,56,-1
18767,1480,247,1
18768,1480,66,1
18769,20,50,-1
18770,1201,47,1
18771,20,47,-1
18772,89,63,1
18773,20,46,-1
18774,1480,84,1
18775,131,24,1
18776,20,68,-1
18777,1077,81746,1
18778,20,132,-1
18779,1358,3600,-1
18780,1480,591,1
18781,1480,46,1
18782,1201,35,1
18783,20,53,-1
18784,20,11,-1
18785,1480,25,1
18786,1480,25,1
18787,1201,34,1
18788,20,22,-1
18789,20,36,-1
18790,1157,10,1
18791,20,51,-1
18792,854,37624,-1
18793,20,36801,1
18794,1358,3943,-1
18795,20,319,1
18796,1480,1926,1
18797,1480,30,1
18798,20,79,-1
18799,1201,20,1
18800,20,185,-1
18801,1480,81,1
18802,1480,87,1
18803,20,65,-1
18804,1201,71,1
18805,20,60,-1
18806,129,85,1
18807,20,56,-1
18808,1480,138,1
18809,1480,23,1
18810,20,97,-1
18811,1201,65,1
18812,20,56,-1
18813,1480,105,1
18814,1480,70,1
18815,20,59,-1
18816,1201,57,1
18817,20,56,-1
18818,643,78,1
18819,20,138,-1
18820,1358,2820,-1
18821,1480,1212,1
18822,1480,80,1
18823,20,41,-1
18824,1201,60,1
18825,20,103,-1
18826,1480,81,1
18827,1480,59,1
18828,20,84,-1
18829,1201,29,1
18830,20,46,-1
18831,643,75,1
18832,20,59,-1
18833,1077,17172,1
18834,20,187,-1
18835,1440,35208,-1
18836,1276,46,-1
18837,20,92,1
18838,1480,1402,1
18839,1480,101,1
18840,20,119,-1
18841,1201,34,1
18842,20,117,-1
18843,1480,108,1
18844,1480,25,1
18845,20,65,-1
18846,1201,27,1
18847,20,61,-1
18848,643,61,1
18849,20,34,-1
18850,1480,397,1
18851,131,64,1
18852,20,55,-1
18853,1184,60936,-1
18854,1358,16657,-1
18855,20,34,1
18856,1480,47034,1
18857,1358,112,-1
18858,131,47,1
18859,20,47,-1
18860,1480,17594,1
18861,1480,106,1
18862,20,61,-1
18863,1201,52,1
18864,20,66,-1
18865,1480,122,1
18866,1480,69,1
18867,20,56,-1
18868,1201,89,1
18869,20,54,-1
18870,1157,82,1
18871,20,56,-1
18872,1358,18625,-1
18873,806,28194,-1
18874,20,51,1
18875,1480,2167,1
18876,1480,87,1
18877,20,75,-1
18878,1201,66,1
18879,20,85,-1
18880,1480,150,1
18881,1480,90,1
18882,20,74,-1
18883,1201,101,1
18884,20,67,-1
18885,1480,149,1
